institucion	carrera	area	tipo_institucion_nivel_1	duracion_real	ingreso_agno4	arancel
Universidad de Los Lagos	Educación General Básica mención Inglés	Educación	Universidades CRUCH	11.4	De $400 mil a $600 mil	1507378
Universidad de Los Lagos	Educación Parvularia	Educación	Universidades CRUCH	9.4	De $400 mil a $600 mil	1428000
Universidad de Los Lagos	Ingeniería Comercial	Ciencias Sociales	Universidades CRUCH	18.9	De $800 mil a $1 millón	2051885
Universidad de Los Lagos	Ingeniería de Ejecución en Administración Mención Administración Pública	Ciencias Sociales	Universidades CRUCH	s/i	s/i	984447
Universidad de Los Lagos	Ingeniería de Ejecución en Administración de Empresas	Administración y Comercio	Universidades CRUCH	18.4	s/i	1081605
Universidad de Los Lagos	Ingeniería en Acuicultura	Agropecuaria	Universidades CRUCH	16.3	s/i	2076000
Universidad de Los Lagos	Ingeniería en Alimentos	Tecnología	Universidades CRUCH	16.1	s/i	1785395
Universidad de Los Lagos	Nutrición y Alimentación	Salud	Universidades CRUCH	11.7	s/i	1901000
Universidad de Los Lagos	Pedagogía en Educación Media en Historia y Geografía	Educación	Universidades CRUCH	11.0	De $400 mil a $600 mil	1507000
Universidad de Los Lagos	Pedagogía en Educación Media en Inglés y Traducción	Educación	Universidades CRUCH	17.9	s/i	1507000
Universidad de Los Lagos	Pedagogía en Educación Media en Matemática y Computación	Educación	Universidades CRUCH	16.4	s/i	1507000
Universidad de Los Lagos	Pedagogía en Educación Media mención Educación Física	Educación	Universidades CRUCH	12.1	De $400 mil a $600 mil	1617000
Universidad de Los Lagos	Pedagogía en Educación en Lengua Castellana y Comunicaciones	Educación	Universidades CRUCH	13.9	s/i	1507000
Universidad de Los Lagos	Trabajo Social	Ciencias Sociales	Universidades CRUCH	s/i	De $400 mil a $600 mil	1499000
Universidad de Los Lagos	Técnico Judicial	Derecho	Universidades CRUCH	9.4	s/i	755652
Universidad de Los Lagos	Técnico en Administración de Empresas	Administración y Comercio	Universidades CRUCH	7.7	s/i	760115
Universidad de Los Lagos	Técnico en Educación Parvularia	Educación	Universidades CRUCH	7.6	Menor a $400 mil	750803
Universidad de Los Lagos	Técnico en Informática	Tecnología	Universidades CRUCH	9.4	s/i	847958
Universidad de Los Lagos	Técnico en Prevención de Riesgos	Tecnología	Universidades CRUCH	8.8	s/i	843262
Universidad de Magallanes	Enfermería	Salud	Universidades CRUCH	s/i	De $800 mil a $1 millón	2671000
Universidad de Magallanes	Ingeniería Civil Plan Común	Tecnología	Universidades CRUCH	16.7	De $800 mil a $1 millón	2863403
Universidad de Magallanes	Ingeniería Comercial	Ciencias Sociales	Universidades CRUCH	17.7	s/i	3022726
Universidad de Magallanes	Ingeniería en Construcción	Tecnología	Universidades CRUCH	14.9	s/i	2671000
Universidad de Magallanes	Kinesiología	Salud	Universidades CRUCH	14.4	s/i	2671000
Universidad de Magallanes	Pedagogía en Educación Física para Ensenanza Básica y Media	Educación	Universidades CRUCH	s/i	Menor a $400 mil	2097000
Universidad de Magallanes	Pedagogía en Historia y Ciencia Sociales para Ensenanza Media	Educación	Universidades CRUCH	13.9	s/i	2097000
Universidad de Magallanes	Pedagogía en Inglés para Ensenanza Básica y Media	Educación	Universidades CRUCH	s/i	s/i	2097000
Universidad de Magallanes	Trabajo Social	Ciencias Sociales	Universidades CRUCH	s/i	De $400 mil a $600 mil	2133000
Universidad de Magallanes	Técnico en Construcción mención Obras Civiles	Tecnología	Universidades CRUCH	6.7	s/i	1215000
Universidad de Playa Ancha de Ciencias de la Educación	Bibliotecología	Humanidades	Universidades CRUCH	s/i	De $600 mil a $800 mil	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Diseñador Gráfico	Arte y Arquitectura	Universidades CRUCH	s/i	s/i	2032800
Universidad de Playa Ancha de Ciencias de la Educación	Educación Parvularia	Educación	Universidades CRUCH	12.7	De $400 mil a $600 mil	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Ingeniería Civil Ambiental	Tecnología	Universidades CRUCH	s/i	De $800 mil a $1 millón	2219700
Universidad de Playa Ancha de Ciencias de la Educación	Ingeniería Civil Industrial	Tecnología	Universidades CRUCH	16.4	De $1 millón 200 mil a $1 millón 400 mil	2219700
Universidad de Playa Ancha de Ciencias de la Educación	Ingeniería en Informática	Tecnología	Universidades CRUCH	s/i	s/i	2069783
Universidad de Playa Ancha de Ciencias de la Educación	Kinesiología	Salud	Universidades CRUCH	11.6	De $800 mil a $1 millón	2219700
Universidad de Playa Ancha de Ciencias de la Educación	Nutrición y Dietética	Salud	Universidades CRUCH	11.4	s/i	2032800
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Artes Plásticas y Educación Musical	Educación	Universidades CRUCH	11.5	De $400 mil a $600 mil	1575619
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Castellano	Educación	Universidades CRUCH	12.6	De $400 mil a $600 mil	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Ciencias	Educación	Universidades CRUCH	13.0	De $400 mil a $600 mil	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Educación Básica	Educación	Universidades CRUCH	12.0	De $400 mil a $600 mil	1550307
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Educación Diferencial	Educación	Universidades CRUCH	12.0	De $400 mil a $600 mil	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Educación Física	Educación	Universidades CRUCH	12.0	De $400 mil a $600 mil	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Historia y Geografía	Educación	Universidades CRUCH	12.3	De $400 mil a $600 mil	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Inglés	Educación	Universidades CRUCH	13.3	De $400 mil a $600 mil	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Pedagogía en Matemática y Computación	Educación	Universidades CRUCH	14.0	s/i	1560300
Universidad de Playa Ancha de Ciencias de la Educación	Periodismo	Ciencias Sociales	Universidades CRUCH	s/i	De $600 mil a $800 mil	2152500
Universidad de Playa Ancha de Ciencias de la Educación	Terapia Ocupacional	Salud	Universidades CRUCH	12.5	De $600 mil a $800 mil	2032800
Universidad de Playa Ancha de Ciencias de la Educación	Traducción e Interpretación Inglés-Español	Humanidades	Universidades CRUCH	s/i	De $400 mil a $600 mil	1843800
Universidad de Santiago de Chile	Administración Pública	Ciencias Sociales	Universidades CRUCH	12.4	De $1 millón a $1 millón 200 mil	2377610
Universidad de Santiago de Chile	Arquitectura	Arte y Arquitectura	Universidades CRUCH	14.0	De $800 mil a $1 millón	2875410
Universidad de Santiago de Chile	Bioquímica y Licenciatura en Bioquímica	Ciencias Básicas	Universidades CRUCH	14.2	De $400 mil a $600 mil	2419120
Universidad de Santiago de Chile	Contador Público y Auditor	Administración y Comercio	Universidades CRUCH	13.0	De $1 millón a $1 millón 200 mil	2509790
Universidad de Santiago de Chile	Enfermería	Salud	Universidades CRUCH	11.6	De $1 millón a $1 millón 200 mil	2420590
Universidad de Santiago de Chile	Ingeniería Civil Industrial	Tecnología	Universidades CRUCH	15.4	De $1 millón 400 mil a $1 millón 600 mil	3274500
Universidad de Santiago de Chile	Ingeniería Civil Química	Tecnología	Universidades CRUCH	17.9	De $1 millón 200 mil a $1 millón 400 mil	3274500
Universidad de Santiago de Chile	Ingeniería Civil en Electricidad	Tecnología	Universidades CRUCH	19.0	De $1 millón 600 mil a $1 millón 800 mil	3274500
Universidad de Santiago de Chile	Ingeniería Civil en Geografía	Tecnología	Universidades CRUCH	19.8	s/i	3274500
Universidad de Santiago de Chile	Ingeniería Civil en Informática	Tecnología	Universidades CRUCH	18.5	De $1 millón 200 mil a $1 millón 400 mil	3218513
Universidad de Santiago de Chile	Ingeniería Civil en Mecánica	Tecnología	Universidades CRUCH	17.1	De $1 millón 600 mil a $1 millón 800 mil	3274500
Universidad de Santiago de Chile	Ingeniería Civil en Minas	Tecnología	Universidades CRUCH	18.4	Sobre $2 millones	3274500
Universidad de Santiago de Chile	Ingeniería Civil en Obras Civiles	Tecnología	Universidades CRUCH	17.2	De $1 millón 400 mil a $1 millón 600 mil	3274500
Universidad de Santiago de Chile	Ingeniería Comercial	Ciencias Sociales	Universidades CRUCH	12.5	De $1 millón 200 mil a $1 millón 400 mil	3294639
Universidad de Santiago de Chile	Ingeniería Estadística	Tecnología	Universidades CRUCH	13.7	De $1 millón 200 mil a $1 millón 400 mil	2623973
Universidad de Santiago de Chile	Ingeniería de Alimentos	Tecnología	Universidades CRUCH	12.5	De $600 mil a $800 mil	2928580
Universidad de Santiago de Chile	Ingeniería de Ejecución en Ambiente	Tecnología	Universidades CRUCH	15.0	De $800 mil a $1 millón	2844950
Universidad de Santiago de Chile	Ingeniería de Ejecución en Climatización	Tecnología	Universidades CRUCH	16.8	De $800 mil a $1 millón	2464630
Universidad de Santiago de Chile	Ingeniería de Ejecución en Computación e Informática	Tecnología	Universidades CRUCH	14.3	De $1 millón 200 mil a $1 millón 400 mil	2451167
Universidad de Santiago de Chile	Ingeniería de Ejecución en Electricidad	Tecnología	Universidades CRUCH	16.0	De $1 millón 200 mil a $1 millón 400 mil	2405009
Universidad de Santiago de Chile	Ingeniería de Ejecución en Geomensura	Tecnología	Universidades CRUCH	15.0	De $800 mil a $1 millón	2464630
Universidad de Santiago de Chile	Ingeniería de Ejecución en Industria	Tecnología	Universidades CRUCH	11.7	De $1 millón a $1 millón 200 mil	2464630
Universidad de Santiago de Chile	Ingeniería de Ejecución en Mecánica	Tecnología	Universidades CRUCH	12.9	De $1 millón 200 mil a $1 millón 400 mil	2464630
Universidad de Santiago de Chile	Ingeniería de Ejecución en Metalurgia y Minas	Tecnología	Universidades CRUCH	14.1	De $1 millón 400 mil a $1 millón 600 mil	2464630
Universidad de Santiago de Chile	Ingeniería de Ejecución en Química	Tecnología	Universidades CRUCH	15.4	De $800 mil a $1 millón	2464630
Universidad de Santiago de Chile	Ingeniería en Agronegocios	Administración y Comercio	Universidades CRUCH	15.7	s/i	2928580
Universidad de Santiago de Chile	Licenciatura en Ciencias de la Actividad Física	Educación	Universidades CRUCH	13.9	s/i	2377610
Universidad de Santiago de Chile	Licenciatura en Lingüística Aplicada a la Traducción mención Inglés y Japonés o mención Inglés Portugués	Humanidades	Universidades CRUCH	12.8	De $400 mil a $600 mil	2586290
Universidad de Santiago de Chile	Medicina	Salud	Universidades CRUCH	14.5	De $1 millón 600 mil a $1 millón 800 mil	3477800
Universidad de Santiago de Chile	Obstetricia y Puericultura	Salud	Universidades CRUCH	11.5	De $800 mil a $1 millón	2420590
Universidad de Santiago de Chile	Pedagogía en Castellano	Educación	Universidades CRUCH	12.8	De $400 mil a $600 mil	1800620
Universidad de Santiago de Chile	Pedagogía en Inglés	Educación	Universidades CRUCH	12.1	De $400 mil a $600 mil	1800620
Universidad de Santiago de Chile	Pedagogía en Matemática y Computación	Educación	Universidades CRUCH	12.1	s/i	1699824
Universidad de Santiago de Chile	Pedagogía en Química y Biología, Física y Matemática	Educación	Universidades CRUCH	12.5	s/i	1766120
Universidad de Santiago de Chile	Periodismo	Ciencias Sociales	Universidades CRUCH	11.7	De $600 mil a $800 mil	2509790
Universidad de Santiago de Chile	Psicología	Ciencias Sociales	Universidades CRUCH	13.2	De $800 mil a $1 millón	2444110
Universidad de Santiago de Chile	Publicidad	Ciencias Sociales	Universidades CRUCH	11.1	De $400 mil a $600 mil	2683170
Universidad de Santiago de Chile	Química y Licenciatura en Química	Ciencias Básicas	Universidades CRUCH	11.9	s/i	2419120
Universidad de Santiago de Chile	Técnico Universitario en Análisis Químico y Físico	Tecnología	Universidades CRUCH	7.2	De $400 mil a $600 mil	1537620
Universidad de Santiago de Chile	Técnico Universitario en Control Industrial	Tecnología	Universidades CRUCH	5.4	De $600 mil a $800 mil	1537620
Universidad de Talca	Agronomía	Agropecuaria	Universidades CRUCH	13.2	De $800 mil a $1 millón	2580900
Universidad de Talca	Arquitectura	Arte y Arquitectura	Universidades CRUCH	17.5	De $800 mil a $1 millón	3101400
Universidad de Talca	Contador Público y Auditor	Administración y Comercio	Universidades CRUCH	12.4	De $800 mil a $1 millón	2351295
Universidad de Talca	Derecho	Derecho	Universidades CRUCH	16.0	De $1 millón 200 mil a $1 millón 400 mil	2671300
Universidad de Talca	Fonoaudiología	Salud	Universidades CRUCH	11.0	s/i	2557200
Universidad de Talca	Ingeniería Civil Industrial	Tecnología	Universidades CRUCH	15.1	De $1 millón a $1 millón 200 mil	2818500
Universidad de Talca	Ingeniería Civil en Computación	Tecnología	Universidades CRUCH	16.8	s/i	2818500
Universidad de Talca	Ingeniería Comercial	Ciencias Sociales	Universidades CRUCH	12.7	De $1 millón a $1 millón 200 mil	2503985
Universidad de Talca	Ingeniería Forestal	Agropecuaria	Universidades CRUCH	s/i	De $600 mil a $800 mil	2504500
Universidad de Talca	Ingeniería de Ejecución Mecánica	Tecnología	Universidades CRUCH	16.3	De $1 millón a $1 millón 200 mil	2348633
Universidad de Talca	Kinesiología	Salud	Universidades CRUCH	12.0	s/i	2557200
Universidad de Talca	Odontología	Salud	Universidades CRUCH	16.1	De $1 millón 200 mil a $1 millón 400 mil	4039100
Universidad de Talca	Psicología	Ciencias Sociales	Universidades CRUCH	13.2	De $800 mil a $1 millón	2818500
Universidad de Talca	Tecnología Médica	Salud	Universidades CRUCH	14.3	De $800 mil a $1 millón	2556200
Universidad de Tarapacá	Agronomía	Agropecuaria	Universidades CRUCH	16.3	De $800 mil a $1 millón	2437000
Universidad de Tarapacá	Contador Auditor-Contador Público	Administración y Comercio	Universidades CRUCH	15.6	De $600 mil a $800 mil	2200522
Universidad de Tarapacá	Derecho	Derecho	Universidades CRUCH	21.9	s/i	2437000
Universidad de Tarapacá	Educación Parvularia y Psicopedagogía	Educación	Universidades CRUCH	11.1	De $400 mil a $600 mil	1966746
Universidad de Tarapacá	Enfermería	Salud	Universidades CRUCH	14.7	De $800 mil a $1 millón	2437000
Universidad de Tarapacá	Ingeniería Civil Industrial	Tecnología	Universidades CRUCH	20.6	s/i	2437000
Universidad de Tarapacá	Ingeniería Civil Mecánica	Tecnología	Universidades CRUCH	18.6	s/i	2437000
Universidad de Tarapacá	Ingeniería Comercial	Ciencias Sociales	Universidades CRUCH	15.9	De $800 mil a $1 millón	2437000
Universidad de Tarapacá	Kinesiología y Rehabilitación	Salud	Universidades CRUCH	12.7	De $800 mil a $1 millón	2437000
Universidad de Tarapacá	Obstetricia y Puericultura	Salud	Universidades CRUCH	15.5	De $600 mil a $800 mil	2437000
Universidad de Tarapacá	Pedagogía en Educación Básica con Mención	Educación	Universidades CRUCH	9.9	De $400 mil a $600 mil	1971000
Universidad de Tarapacá	Pedagogía en Historia y Geografía	Educación	Universidades CRUCH	s/i	De $400 mil a $600 mil	1971000
Universidad de Tarapacá	Pedagogía en Inglés	Educación	Universidades CRUCH	s/i	De $400 mil a $600 mil	1971000
Universidad de Tarapacá	Profesor de Educación Física	Educación	Universidades CRUCH	13.2	De $400 mil a $600 mil	1971000
Universidad de Tarapacá	Psicología	Ciencias Sociales	Universidades CRUCH	13.6	De $600 mil a $800 mil	2437000
Universidad de Tarapacá	Químico Laboratorista	Tecnología	Universidades CRUCH	s/i	s/i	2116000
Universidad de Tarapacá	Tecnología Médica /Lab.Clínico, Hemat. y Banco de Sangre	Salud	Universidades CRUCH	12.9	De $1 millón 200 mil a $1 millón 400 mil	2427662
Universidad de Tarapacá	Trabajo Social	Ciencias Sociales	Universidades CRUCH	11.1	s/i	1971000
Universidad de Valparaíso	Administración Hotelera y Gastronómica	Administración y Comercio	Universidades CRUCH	12.8	s/i	2242301
Universidad de Valparaíso	Administración Pública	Ciencias Sociales	Universidades CRUCH	11.9	s/i	1758000
Universidad de Valparaíso	Administración de Negocios Internacionales	Administración y Comercio	Universidades CRUCH	12.9	De $600 mil a $800 mil	2251000
Universidad de Valparaíso	Arquitectura	Arte y Arquitectura	Universidades CRUCH	18.7	De $800 mil a $1 millón	2816000
Universidad de Valparaíso	Auditoría	Administración y Comercio	Universidades CRUCH	15.9	De $800 mil a $1 millón	1902636
Universidad de Valparaíso	Biología Marina	Agropecuaria	Universidades CRUCH	s/i	s/i	1997000
Universidad de Valparaíso	Cine	Arte y Arquitectura	Universidades CRUCH	12.3	s/i	2863000
Universidad de Valparaíso	Derecho	Derecho	Universidades CRUCH	19.1	De $1 millón 400 mil a $1 millón 600 mil	2401000
Universidad de Valparaíso	Diseño	Arte y Arquitectura	Universidades CRUCH	16.8	De $400 mil a $600 mil	2557000
Universidad de Valparaíso	Educación Parvularia	Educación	Universidades CRUCH	10.6	s/i	2028000
Universidad de Valparaíso	Enfermería	Salud	Universidades CRUCH	12.5	De $1 millón a $1 millón 200 mil	2230000
Universidad de Valparaíso	Fonoaudiología	Salud	Universidades CRUCH	11.9	De $800 mil a $1 millón	2292000
Universidad de Valparaíso	Ingeniería Ambiental	Tecnología	Universidades CRUCH	18.5	De $800 mil a $1 millón	2126000
Universidad de Valparaíso	Ingeniería Civil Industrial	Tecnología	Universidades CRUCH	14.1	s/i	2417000
Universidad de Valparaíso	Ingeniería Comercial	Ciencias Sociales	Universidades CRUCH	14.2	De $1 millón a $1 millón 200 mil	2229827
Universidad de Valparaíso	Ingeniería en Construcción	Tecnología	Universidades CRUCH	15.5	De $800 mil a $1 millón	2054000
Universidad de Valparaíso	Ingeniería en Estadística	Tecnología	Universidades CRUCH	s/i	s/i	1929000
Universidad de Valparaíso	Kinesiología	Salud	Universidades CRUCH	13.6	s/i	2469000
Universidad de Valparaíso	Medicina	Salud	Universidades CRUCH	14.4	De $1 millón 600 mil a $1 millón 800 mil	3947000
Universidad de Valparaíso	Nutrición y Dietética	Salud	Universidades CRUCH	12.1	De $800 mil a $1 millón	2318000
Universidad de Valparaíso	Obstetricia y Puericultura	Salud	Universidades CRUCH	12.6	De $800 mil a $1 millón	2225000
Universidad de Valparaíso	Odontología	Salud	Universidades CRUCH	14.6	De $1 millón 200 mil a $1 millón 400 mil	3993000
Universidad de Valparaíso	Pedagogía en Filosofía	Educación	Universidades CRUCH	16.2	s/i	1499000
Universidad de Valparaíso	Pedagogía en Historia y Ciencias Sociales	Educación	Universidades CRUCH	16.7	De $400 mil a $600 mil	1478000
Universidad de Valparaíso	Psicología	Ciencias Sociales	Universidades CRUCH	13.4	De $600 mil a $800 mil	2354000
Universidad de Valparaíso	Química y Farmacia	Salud	Universidades CRUCH	16.6	De $1 millón a $1 millón 200 mil	2759000
Universidad de Valparaíso	Tecnología Médica	Salud	Universidades CRUCH	13.2	De $1 millón a $1 millón 200 mil	2505000
Universidad de Valparaíso	Trabajo Social	Ciencias Sociales	Universidades CRUCH	13.1	De $600 mil a $800 mil	1743620
Universidad de Viña del Mar	Arquitectura	Arte y Arquitectura	Universidades Privadas	16.2	De $800 mil a $1 millón	2704000
Universidad de Viña del Mar	Educación Básica	Educación	Universidades Privadas	10.1	s/i	1951600
Universidad de Viña del Mar	Educación Parvularia	Educación	Universidades Privadas	15.8	s/i	1981000
Universidad de Viña del Mar	Ingeniería Civil Industrial	Tecnología	Universidades Privadas	17.5	s/i	2715980
Universidad de Viña del Mar	Ingeniería Comercial	Ciencias Sociales	Universidades Privadas	14.1	De $1 millón a $1 millón 200 mil	2758000
Universidad de Viña del Mar	Ingeniería en Construcción	Tecnología	Universidades Privadas	20.5	s/i	2352000
Universidad de Viña del Mar	Ingeniería en Medio Ambiente y Recursos Naturales	Tecnología	Universidades Privadas	15.6	De $800 mil a $1 millón	2352000
Universidad de Viña del Mar	Medicina Veterinaria	Agropecuaria	Universidades Privadas	16.8	s/i	2948000
Universidad de Viña del Mar	Pedagogía en Educación Física	Educación	Universidades Privadas	11.2	s/i	2131371
Universidad de Viña del Mar	Periodismo	Ciencias Sociales	Universidades Privadas	12.5	De $600 mil a $800 mil	2649000
Universidad de Viña del Mar	Psicología	Ciencias Sociales	Universidades Privadas	12.0	De $600 mil a $800 mil	2812000
Universidad de Viña del Mar	Relaciones Públicas	Ciencias Sociales	Universidades Privadas	11.0	De $600 mil a $800 mil	1926000
Universidad de Viña del Mar	Tecnología en Prevención de Riesgos y Medio Ambiente	Tecnología	Universidades Privadas	7.3	De $400 mil a $600 mil	1409699
Universidad de Viña del Mar	Técnico en Informática Mención Desarrollo de Sistemas	Tecnología	Universidades Privadas	9.0	s/i	1470500
Universidad del Bío-Bío	Arquitectura	Arte y Arquitectura	Universidades CRUCH	16.4	De $800 mil a $1 millón	2490000
Universidad del Bío-Bío	Contador Público y Auditor	Administración y Comercio	Universidades CRUCH	14.1	De $600 mil a $800 mil	1838000
Universidad del Bío-Bío	Diseño Gráfico	Arte y Arquitectura	Universidades CRUCH	12.7	De $400 mil a $600 mil	2150000
Universidad del Bío-Bío	Diseño Industrial	Tecnología	Universidades CRUCH	13.4	s/i	2294000
Universidad del Bío-Bío	Enfermería	Salud	Universidades CRUCH	11.7	De $1 millón a $1 millón 200 mil	2294000
Universidad del Bío-Bío	Ingeniería Civil	Tecnología	Universidades CRUCH	15.3	De $1 millón 400 mil a $1 millón 600 mil	2294000
Universidad del Bío-Bío	Ingeniería Civil en Industrias de la Madera	Tecnología	Universidades CRUCH	17.0	De $1 millón 200 mil a $1 millón 400 mil	2294000
Universidad del Bío-Bío	Ingeniería Civil en Informática	Tecnología	Universidades CRUCH	11.7	De $1 millón 200 mil a $1 millón 400 mil	2294000
Universidad del Bío-Bío	Ingeniería Comercial	Ciencias Sociales	Universidades CRUCH	14.2	De $800 mil a $1 millón	2236294
Universidad del Bío-Bío	Ingeniería Estadística	Tecnología	Universidades CRUCH	s/i	s/i	2220000
Universidad del Bío-Bío	Ingeniería de Ejecución en Computación e Informática	Tecnología	Universidades CRUCH	13.1	De $800 mil a $1 millón	1931000
Universidad del Bío-Bío	Ingeniería de Ejecución en Electricidad	Tecnología	Universidades CRUCH	14.6	De $1 millón 200 mil a $1 millón 400 mil	1854289
Universidad del Bío-Bío	Ingeniería de Ejecución en Electrónica	Tecnología	Universidades CRUCH	15.3	De $1 millón a $1 millón 200 mil	1931000
Universidad del Bío-Bío	Ingeniería de Ejecución en Mecánica	Tecnología	Universidades CRUCH	14.1	De $1 millón a $1 millón 200 mil	1893493
Universidad del Bío-Bío	Ingeniería en Alimentos	Tecnología	Universidades CRUCH	14.2	De $600 mil a $800 mil	2294000
Universidad del Bío-Bío	Ingeniería en Construcción	Tecnología	Universidades CRUCH	16.1	De $1 millón a $1 millón 200 mil	2220000
Universidad del Bío-Bío	Nutrición y Dietética	Salud	Universidades CRUCH	13.5	De $600 mil a $800 mil	1948000
Universidad del Bío-Bío	Pedagogía en Castellano y Comunicación	Educación	Universidades CRUCH	10.9	De $400 mil a $600 mil	1690000
Universidad del Bío-Bío	Pedagogía en Ciencias Naturales mención Biología o Física o Química	Educación	Universidades CRUCH	12.0	s/i	1690000
Universidad del Bío-Bío	Pedagogía en Educación Física	Educación	Universidades CRUCH	10.2	s/i	1690000
Universidad del Bío-Bío	Pedagogía en Educación General Básica	Educación	Universidades CRUCH	8.5	De $400 mil a $600 mil	1690000
Universidad del Bío-Bío	Pedagogía en Educación Matemática	Educación	Universidades CRUCH	11.9	s/i	1690000
Universidad del Bío-Bío	Pedagogía en Educación Parvularia	Educación	Universidades CRUCH	8.3	De $400 mil a $600 mil	1690000
Universidad del Bío-Bío	Pedagogía en Historia y Geografía	Educación	Universidades CRUCH	11.7	De $400 mil a $600 mil	1690000
Universidad del Bío-Bío	Pedagogía en Inglés	Educación	Universidades CRUCH	12.0	De $400 mil a $600 mil	1690000
Universidad del Bío-Bío	Trabajo Social	Ciencias Sociales	Universidades CRUCH	10.4	De $600 mil a $800 mil	1829000
Universidad del Desarrollo	Arquitectura	Arte y Arquitectura	Universidades Privadas	15.0	De $800 mil a $1 millón	4267000
Universidad del Desarrollo	Ciencia Política y Políticas Públicas	Ciencias Sociales	Universidades Privadas	11.8	s/i	3523263
Universidad del Desarrollo	Derecho	Derecho	Universidades Privadas	18.3	De $1 millón a $1 millón 200 mil	3939708
Universidad del Desarrollo	Diseño	Arte y Arquitectura	Universidades Privadas	12.2	s/i	4166510
Universidad del Desarrollo	Enfermería	Salud	Universidades Privadas	11.7	s/i	3384854
Universidad del Desarrollo	Ingeniería Civil Industrial	Tecnología	Universidades Privadas	14.3	De $1 millón 400 mil a $1 millón 600 mil	3941019
Universidad del Desarrollo	Ingeniería Comercial	Ciencias Sociales	Universidades Privadas	12.0	De $1 millón 400 mil a $1 millón 600 mil	4208638
Universidad del Desarrollo	Ingeniería en Ejecución en Administración mención Marketing y Finanzas Aplicadas	Administración y Comercio	Universidades Privadas	9.8	s/i	1993000
Universidad del Desarrollo	Kinesiología	Salud	Universidades Privadas	11.5	s/i	3963155
Universidad del Desarrollo	Medicina	Salud	Universidades Privadas	15.0	s/i	5876000
Universidad del Desarrollo	Odontología	Salud	Universidades Privadas	13.9	s/i	6368541
Universidad del Desarrollo	Periodismo	Ciencias Sociales	Universidades Privadas	11.9	De $600 mil a $800 mil	3730231
Universidad del Desarrollo	Programas de Formación Pedagógica	Educación	Universidades Privadas	s/i	s/i	2394706
Universidad del Desarrollo	Psicología	Ciencias Sociales	Universidades Privadas	13.3	De $800 mil a $1 millón	3976275
Universidad del Desarrollo	Publicidad	Ciencias Sociales	Universidades Privadas	11.1	De $1 millón a $1 millón 200 mil	4350000
Universidad del Desarrollo	Teatro	Arte y Arquitectura	Universidades Privadas	10.1	De $400 mil a $600 mil	s/i
Universidad del Mar	Agronomía	Agropecuaria	Universidades Privadas	16.9	De $800 mil a $1 millón	2167394
Universidad del Mar	Contador Auditor	Administración y Comercio	Universidades Privadas	11.5	De $600 mil a $800 mil	2065500
Universidad del Mar	Derecho	Derecho	Universidades Privadas	15.5	s/i	2182327
Universidad del Mar	Enfermería	Salud	Universidades Privadas	12.7	s/i	2596428
Universidad del Mar	Fonoaudiología	Salud	Universidades Privadas	12.1	s/i	2391756
Universidad del Mar	Ingeniería Civil Industrial	Tecnología	Universidades Privadas	13.1	s/i	2675789
Universidad del Mar	Ingeniería Comercial	Ciencias Sociales	Universidades Privadas	14.0	De $800 mil a $1 millón	2268938
Universidad del Mar	Ingeniería de Ejecución Informática	Tecnología	Universidades Privadas	14.5	s/i	2329750
Universidad del Mar	Ingeniería en Administración de Empresas	Administración y Comercio	Universidades Privadas	s/i	s/i	1938309
Universidad del Mar	Ingeniería en Prevención de Riesgos y Medio Ambiente	Tecnología	Universidades Privadas	11.0	s/i	1832653
Universidad del Mar	Ingeniería en Transporte Marítimo y Puertos	Tecnología	Universidades Privadas	13.6	De $600 mil a $800 mil	2225526
Universidad del Mar	Kinesiología	Salud	Universidades Privadas	14.0	s/i	2352126
Universidad del Mar	Medicina	Salud	Universidades Privadas	15.0	s/i	5647228
Universidad del Mar	Nutrición y Dietética	Salud	Universidades Privadas	11.9	s/i	2270874
Universidad del Mar	Pedagogía en Educación Diferencial	Educación	Universidades Privadas	9.8	De $400 mil a $600 mil	1505579
Universidad del Mar	Pedagogía en Educación Física	Educación	Universidades Privadas	10.8	De $400 mil a $600 mil	1776845
Universidad del Mar	Pedagogía en Educación General Básica	Educación	Universidades Privadas	9.9	De $400 mil a $600 mil	1669697
Universidad del Mar	Pedagogía en Educación Musical	Educación	Universidades Privadas	10.9	s/i	1806086
Universidad del Mar	Pedagogía en Educación Parvularia	Educación	Universidades Privadas	9.3	De $400 mil a $600 mil	1684591
Universidad del Mar	Pedagogía en Historia y Ciencias Sociales	Educación	Universidades Privadas	11.8	s/i	1693411
Universidad del Mar	Pedagogía en Inglés	Educación	Universidades Privadas	11.5	s/i	1657081
Universidad del Mar	Pedagogía en Lengua Castellana y Comunicación	Educación	Universidades Privadas	11.3	s/i	1511407
