institucion	carrera	area	acreditacion_institucion	tipo_institucion	tipo_institucion_nivel_0	tipo_institucion_nivel_1	tipo_institucion_nivel_2	porcentaje_subvencionados	desercion_agno1	duracion_real	empleabilidad_agno1	ingreso_agno4	arancel
CFT Magnos	Administración de Empresas mención Marketing y Ventas	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.964	0.438	6.3	0.864	s/i	888000
CFT Magnos	Asistente de Odontología	Salud	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.99	0.329	6.3	0.688	s/i	988000
CFT Magnos	Técnico en Enfermería	Salud	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.99	0.417	6.2	0.911	s/i	988000
CFT Manpower	Administración de Empresas mención Marketing y Ventas o Comercio Exterior o Gestión de Capital Humano	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.952	0.407	7.3	0.825	s/i	1085000
CFT Manpower	Asistente Ejecutivo Bilingüe	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.913	0.318	6.4	0.798	s/i	1438679
CFT Massachusetts	Secretariado Ejecutivo Computacional mención Jurídica o Relaciones Públicas	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.208	s/i	0.56	s/i	599500
CFT Massachusetts	Técnico Jurídico	Derecho	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.341	7.5	0.588	Menor a $400 mil	599500
CFT Massachusetts	Técnico en Construcción	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.519	7.0	0.552	s/i	599500
CFT Massachusetts	Técnico en Enfermería	Salud	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.26	7.1	0.714	Menor a $400 mil	894631
CFT Profasoc	Técnico de Nivel Superior en Enfermería	Salud	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.356	7.8	0.805	s/i	1000000
CFT Salesianos Don Bosco	Electrónica Industrial	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.962	s/i	8.1	0.844	De $400 mil a $600 mil	1086750
CFT Salesianos Don Bosco	Técnico en Mecánica Automotriz	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.946	s/i	8.7	0.784	De $400 mil a $600 mil	1086750
CFT Salesianos Don Bosco	Técnico en Mecánica Industrial	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	s/i	7.4	0.747	s/i	1086750
CFT San Agustín de Talca	Técnico Social con Mención	Ciencias Sociales	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.339	s/i	0.667	s/i	955000
CFT San Agustín de Talca	Técnico en Obras Civiles	Tecnología	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.996	0.32	8.0	0.526	De $400 mil a $600 mil	1156000
CFT Santo Tomás	Agente de Ventas mención Visitador Médico	Salud	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.965	0.353	7.6	0.671	De $400 mil a $600 mil	1076013
CFT Santo Tomás	Cocina Internacional y Tradicional Chilena	Administración y Comercio	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.985	0.316	7.2	0.4	Menor a $400 mil	1260771
CFT Santo Tomás	Contabilidad General	Administración y Comercio	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.325	7.1	0.317	s/i	909427
CFT Santo Tomás	Higienista Dental	Salud	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.99	0.252	6.5	0.509	Menor a $400 mil	1099701
CFT Santo Tomás	Laboratorista Dental	Salud	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.989	0.307	7.5	0.343	Menor a $400 mil	1174811
CFT Santo Tomás	Preparador Físico	Educación	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.97	0.351	7.2	0.372	s/i	1089125
CFT Santo Tomás	Prevención de Riesgos	Tecnología	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.988	0.334	6.7	0.675	De $400 mil a $600 mil	1046455
CFT Santo Tomás	Topografía	Tecnología	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.996	0.25	6.2	0.703	s/i	921599
CFT Santo Tomás	Técnico Agrícola	Agropecuaria	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.978	0.343	7.3	0.504	De $400 mil a $600 mil	1028389
CFT Santo Tomás	Técnico Jurídico	Derecho	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.991	0.348	7.2	0.39	De $400 mil a $600 mil	925598
CFT Santo Tomás	Técnico en Administración	Administración y Comercio	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.983	0.345	5.6	0.585	s/i	957839
CFT Santo Tomás	Técnico en Análisis Químico	Tecnología	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.992	0.509	s/i	0.556	De $400 mil a $600 mil	1120065
CFT Santo Tomás	Técnico en Construcciones Civiles	Tecnología	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.333	7.4	0.569	s/i	985941
CFT Santo Tomás	Técnico en Educación Especial	Educación	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.998	0.22	6.5	0.229	Menor a $400 mil	951978
CFT Santo Tomás	Técnico en Educación Parvularia	Educación	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.989	0.213	6.0	0.386	Menor a $400 mil	882286
CFT Santo Tomás	Técnico en Enfermería	Salud	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.994	0.216	6.7	0.749	Menor a $400 mil	1252721
CFT Santo Tomás	Técnico en Laboratorio Clínico Banco de Sangre e Imagenología	Salud	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.997	0.388	6.3	0.782	s/i	1079425
CFT Santo Tomás	Técnico en Podología Clínica	Salud	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.991	0.229	6.2	0.412	s/i	979860
CFT Santo Tomás	Técnico en Producción Acuícola	Agropecuaria	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.988	0.094	9.9	0.6	s/i	850000
CFT Simón Bolívar	Administración de Empresas	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.687	7.5	0.795	De $400 mil a $600 mil	495000
CFT Simón Bolívar	Análisis de Sistemas	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.991	0.749	10.2	0.81	De $400 mil a $600 mil	495000
CFT Simón Bolívar	Comercio Exterior	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.225	7.2	0.768	De $400 mil a $600 mil	495000
CFT Simón Bolívar	Contabilidad	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.988	0.6	7.0	0.811	De $400 mil a $600 mil	495000
CFT Simón Bolívar	Control Industrial	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.452	8.0	0.854	De $400 mil a $600 mil	495000
CFT Simón Bolívar	Secretariado Ejecutivo Bilingüe	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.39	6.9	0.627	Menor a $400 mil	495000
CFT Simón Bolívar	Turismo y Hotelería	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.611	6.8	0.507	Menor a $400 mil	495000
CFT Simón Bolívar	Técnico Jurídico	Derecho	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.983	0.581	7.7	0.582	De $400 mil a $600 mil	495000
CFT Simón Bolívar	Técnico en Arsenalería Quirúrgica	Salud	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.994	0.684	9.0	0.818	s/i	620000
CFT Simón Bolívar	Técnico en Enfermería Médica	Salud	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.995	0.698	7.5	0.821	s/i	620000
CFT UCEVALPO	Construcción	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.953	0.564	8.6	0.75	s/i	950000
CFT UCEVALPO	Prevención de Riesgos Industriales	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.985	0.431	7.6	0.881	s/i	950000
CFT UDA	Instrumentación Industrial	Tecnología	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.459	9.7	0.848	s/i	1070000
CFT UValpo	Contabilidad General	Administración y Comercio	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.983	0.393	s/i	0.852	s/i	1004258
CFT UValpo	Técnico de Nivel Superior en Enfermería	Salud	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.972	0.051	7.6	0.714	Menor a $400 mil	1134346
CFT de ENAC	Técnico en Educación Parvularia y Nivel Básico	Educación	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.385	6.5	0.482	s/i	649667
CFT de ENAC	Técnico en Enfermería	Salud	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.99	0.3	6.8	0.86	Menor a $400 mil	980000
CFT de ENAC	Técnico en Imagenología y Radioterapia	Salud	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.301	6.6	0.846	s/i	970000
CFT de ENAC	Técnico en Laboratorio Clínico y Banco de Sangre	Salud	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.987	0.303	7.1	0.863	s/i	970000
CFT de ENAC	Técnico en Trabaso Social	Ciencias Sociales	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.978	0.293	6.4	0.531	Menor a $400 mil	698722
CFT de Enseñanza de Alta Costura Paulina Diard	Diseño de Vestuario, Moldaje y Confección	Arte y Arquitectura	No	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.914	0.31	6.7	0.341	s/i	798000
CFT de Tarapacá	Asistencia Jurídica	Derecho	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.988	0.243	7.1	0.523	Menor a $400 mil	1125000
CFT de Tarapacá	Técnico en Administración Pública	Ciencias Sociales	4 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	1.0	0.313	7.7	0.658	s/i	1020000
CFT del Medio Ambiente	Ecoturismo	Administración y Comercio	3 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.897	0.273	s/i	0.548	s/i	1360800
CFT del Medio Ambiente	Prevención de Riesgos y Medio Ambiente	Tecnología	3 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.95	0.312	7.2	0.844	s/i	848909
CFT del Medio Ambiente	Salud y Terapias Naturales	Salud	3 años	CENTRO DE FORMACIÓN TÉCNICA	Centros de Formación Técnica	Centros de Formación Técnica	Centros de Formación Técnica	0.846	0.297	6.4	0.326	s/i	1326830
IP AIEP	Asistente de Párvulo	Educación	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.986	0.226	6.0	0.386	Menor a $400 mil	933253
IP AIEP	Auditoría	Administración y Comercio	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.998	0.267	10.1	0.923	s/i	1072032
IP AIEP	Comunicación y Relaciones Públicas	Ciencias Sociales	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.954	0.31	6.6	0.617	De $400 mil a $600 mil	1112146
IP AIEP	Construcción Civil	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.98	0.378	10.4	0.857	s/i	1075490
IP AIEP	Contabilidad General	Administración y Comercio	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.993	0.256	6.3	0.828	De $400 mil a $600 mil	1068033
IP AIEP	Dibujo de Arquitectura y Obras Civiles	Arte y Arquitectura	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.984	0.369	6.6	0.669	De $400 mil a $600 mil	1031510
IP AIEP	Diseño Gráfico	Arte y Arquitectura	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.974	0.327	6.7	0.346	Menor a $400 mil	1118568
IP AIEP	Diseño Gráfico Profesional	Arte y Arquitectura	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.983	0.29	8.9	0.544	s/i	1147231
IP AIEP	Diseño de Vestuario Profesional mención Alta Costura	Arte y Arquitectura	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.924	0.283	9.6	0.455	s/i	1370000
IP AIEP	Ingeniería de Ejecución en Informática	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.987	0.347	10.2	0.833	De $800 mil a $1 millón	1110213
IP AIEP	Ingeniería de Ejecución en Sonido	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.911	0.301	12.0	0.651	s/i	1292808
IP AIEP	Ingeniería en Prevención de Riesgos	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.985	0.298	10.1	0.855	s/i	1086182
IP AIEP	Masoterapia	Salud	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.948	0.248	6.1	0.533	s/i	1460000
IP AIEP	Peluquería y Cosmetología	Arte y Arquitectura	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.949	0.272	6.1	0.384	s/i	1368309
IP AIEP	Prevención de Riesgos	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.988	0.296	6.4	0.741	De $600 mil a $800 mil	1058420
IP AIEP	Programación Computacional	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.981	0.392	6.2	0.591	Menor a $400 mil	1094990
IP AIEP	Programación y Análisis de Sistemas	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.985	0.415	8.1	0.813	De $400 mil a $600 mil	1054109
IP AIEP	Publicidad	Ciencias Sociales	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.949	0.354	8.5	0.689	s/i	1171036
IP AIEP	Teatro	Arte y Arquitectura	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.951	0.486	s/i	0.333	s/i	1800000
IP AIEP	Topografía	Tecnología	4 años	INSTITUTO PROFESIONAL	Institutos Profesionales	Institutos Profesionales	Institutos Profesionales	0.987	0.435	7.3	0.892	De $800 mil a $1 millón	1158101
